ACCIDENT_DATE,ACCIDENT_NO,ACCIDENT_TIME,ACCIDENT_TYPE,ALCOHOLTIME,ALCOHOL_RELATED,BICYCLIST,DAY_OF_WEEK,DCA_CODE,DEG_URBAN_ALL,DEG_URBAN_NAME,DRIVER,FATALITY,FEMALES,HEAVYVEHICLE,HIT_RUN_FLAG,INJ_OR_FATAL,LATITUDE,LGA_NAME,LGA_NAME_ALL,LIGHT_CONDITION,LONGITUDE,MALES,MOTORCYCLE,MOTORIST,NODE_TYPE,NONINJURED,NO_OF_VEHICLES,Number of Records,OBJECTID,OLD_DRIVER,OLD_PEDESTRIAN,OTHERINJURY,PASSENGERVEHICLE,PASSENGER,PEDESTRIAN,PED_CYCLIST_13_18,PED_CYCLIST_5_12,PILLION,POLICE_ATTEND,PUBLICVEHICLE,REGION_NAME,REGION_NAME_ALL,RMA,RMA_ALL,ROAD_GEOMETRY,RUN_OFFROAD,SERIOUSINJURY,SEVERITY,SPEED_ZONE,SRNS,SRNS_ALL,STAT_DIV_NAME,TOTAL_PERSONS,UNKNOWN,UNLICENCSED,YOUNG_DRIVER
5/1/18,T20180000274,10.20.00,Collision with vehicle,No,No,0,Friday,RIGHT NEAR (INTERSECTIONS ONLY),MELB_URBAN,MELB_URBAN,2,0,2,0,No,4,-38.11269,FRANKSTON,FRANKSTON,Day,145.1575,0,0,0,Intersection,0,2,1,3462322,0,0,3,2,2,0,0,0,0,Yes,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,Arterial Highway,"Arterial Highway,Arterial Other",Cross intersection,No,1,Serious injury accident,80 km/hr,,,Metro,4,0,0,0
5/1/18,T20180000278,11.00.00,Collision with vehicle,No,No,0,Friday,HEAD ON (NOT OVERTAKING),MELB_URBAN,MELB_URBAN,2,0,1,0,No,1,-37.67568,WHITTLESEA,WHITTLESEA,Day,145.03761,1,0,0,Non-Intersection,1,2,1,3462325,0,0,1,1,0,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Local Road,Local Road,Not at intersection,No,0,Other injury accident,60 km/hr,,,Metro,2,0,0,0
4/1/18,T20180000279,12.40.00,Collision with a fixed object,No,No,0,Thursday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MELB_URBAN,MELB_URBAN,1,0,5,0,No,2,-38.21082,MORNINGTON PENINSULA,MORNINGTON PENINSULA,Day,145.11073,0,0,0,Non-Intersection,3,1,1,3462326,0,0,2,1,4,0,0,0,0,Yes,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,Arterial Highway,Arterial Highway,Not at intersection,Yes,0,Other injury accident,100 km/hr,C,C,Metro,5,0,0,0
5/1/18,T20180000281,12.24.00,Collision with vehicle,No,No,0,Friday,RIGHT THROUGH,MELB_URBAN,MELB_URBAN,1,0,2,0,No,3,-37.89339,KNOX,KNOX,Day,145.31075,1,1,1,Intersection,0,2,1,3462328,1,0,2,1,1,0,0,0,0,Yes,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,Arterial Highway,"Arterial Highway,Local Road",Not at intersection,No,1,Serious injury accident,80 km/hr,,,Metro,3,0,0,0
5/1/18,T20180000284,11.55.00,Collision with vehicle,No,No,0,Friday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,2,0,3,0,No,1,-37.80804,MAROONDAH,MAROONDAH,Day,145.25201,2,0,0,Non-Intersection,4,2,1,3462330,1,0,0,2,3,0,0,0,0,Yes,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,Arterial Other,Arterial Other,Not at intersection,No,1,Serious injury accident,70 km/hr,,,Metro,5,0,0,0
5/1/18,T20180000287,14.58.00,Collision with vehicle,No,No,0,Friday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,2,0,1,1,No,1,-37.87703,STONNINGTON,STONNINGTON,Day,145.07341,1,0,0,Non-Intersection,2,3,1,3462371,0,0,0,1,0,0,0,0,0,Yes,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,Freeway,Freeway,Not at intersection,No,1,Serious injury accident,100 km/hr,M,M,Metro,3,1,0,0
5/1/18,T20180000290,15.45.00,Struck Pedestrian,No,No,0,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,MELB_URBAN,MELB_URBAN,1,0,3,0,No,2,-37.92685,MONASH,MONASH,Day,145.11941,3,0,0,Non-Intersection,4,1,1,3462372,0,0,2,1,3,2,0,0,0,Yes,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,Arterial Other,Arterial Other,Not at intersection,No,0,Other injury accident,40 km/hr,,,Metro,6,0,0,0
5/1/18,T20180000291,17.15.00,Collision with a fixed object,Yes,No,0,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MELB_URBAN,MELB_URBAN,1,0,0,0,No,1,-38.37215,MORNINGTON PENINSULA,MORNINGTON PENINSULA,Day,144.88516,1,0,0,Intersection,0,1,1,3462373,1,0,0,1,0,0,0,0,0,Yes,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,Local Road,Local Road,Cross intersection,Yes,1,Serious injury accident,50 km/hr,,,Metro,1,0,0,0
5/1/18,T20180000294,18.14.00,Collision with vehicle,Yes,No,0,Friday,RIGHT THROUGH,TOWNS,TOWNS,2,0,2,0,No,5,-37.71138,EAST GIPPSLAND,EAST GIPPSLAND,Day,148.45794,1,0,0,Intersection,0,2,1,3462375,0,0,5,2,3,0,0,0,0,Yes,0,EASTERN REGION,"EASTERN REGION,EASTERN REGION",Freeway,"Freeway,Arterial Other",T intersection,No,0,Other injury accident,100 km/hr,A,"A,C",Country,5,0,0,0
5/1/18,T20180000296,17.30.00,Collision with vehicle,Yes,No,0,Friday,RIGHT THROUGH,MELB_URBAN,MELB_URBAN,2,0,4,0,No,1,-37.66851,WHITTLESEA,WHITTLESEA,Day,145.06212,2,0,0,Intersection,5,2,1,3462376,0,0,1,2,4,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Arterial Other,"Arterial Other,Local Road",T intersection,No,0,Other injury accident,50 km/hr,,,Metro,6,0,0,0
5/1/18,T20180000298,18.13.00,Collision with vehicle,Yes,No,0,Friday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,3,0,3,0,No,1,-37.99449,CASEY,CASEY,Day,145.26292,7,0,0,Non-Intersection,9,3,1,3462377,0,0,1,3,7,0,0,0,0,Yes,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,Freeway,Freeway,Not at intersection,No,0,Other injury accident,80 km/hr,M,M,Metro,10,0,0,0
5/1/18,T20180000306,23.47.00,Collision with a fixed object,Yes,No,0,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,RURAL_VICTORIA,RURAL_VICTORIA,1,0,2,0,No,4,-36.16662,INDIGO,INDIGO,Dark No street lights,146.535,2,0,0,Non-Intersection,0,1,1,3462380,0,0,0,1,3,0,0,0,0,Yes,0,NORTH EASTERN REGION,NORTH EASTERN REGION,Freeway,Freeway,Not at intersection,Yes,4,Serious injury accident,110 km/hr,M,M,Country,4,0,0,0
6/1/18,T20180000315,07.45.00,Collision with vehicle,Yes,No,0,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),"RURAL_VICTORIA,MELB_URBAN",MELB_URBAN,2,0,1,0,No,1,-38.23531,MORNINGTON PENINSULA,MORNINGTON PENINSULA,Day,145.15127,1,0,0,Intersection,1,2,1,3462423,0,0,1,2,0,0,0,0,0,Yes,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,Arterial Other,"Arterial Other,Local Road",Cross intersection,No,0,Other injury accident,80 km/hr,C,C,Metro,2,0,0,0
6/1/18,T20180000317,10.45.00,Collision with vehicle,No,No,0,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),TOWNS,TOWNS,2,0,3,0,No,1,-38.43274,SOUTH GIPPSLAND,SOUTH GIPPSLAND,Day,145.82229,1,0,0,Intersection,3,2,1,3462424,0,0,1,2,2,0,0,0,0,Yes,0,EASTERN REGION,"EASTERN REGION,EASTERN REGION",Arterial Other,"Arterial Other,Local Road",Cross intersection,No,0,Other injury accident,60 km/hr,C,C,Country,4,0,0,0
6/1/18,T20180000319,07.40.00,Collision with a fixed object,Yes,No,0,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MELB_URBAN,MELB_URBAN,1,0,0,0,No,1,-38.12229,FRANKSTON,FRANKSTON,Day,145.13566,1,0,0,Non-Intersection,0,1,1,3462426,0,0,0,1,0,0,0,0,0,Yes,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,Freeway,Freeway,Not at intersection,Yes,1,Serious injury accident,100 km/hr,M,M,Metro,1,0,0,0
6/1/18,T20180000321,09.30.00,Collision with vehicle,No,No,0,Saturday,RIGHT THROUGH,MELB_URBAN,MELB_URBAN,2,0,1,0,No,2,-37.8457,BOROONDARA,BOROONDARA,Day,145.05398,0,0,0,Intersection,0,2,1,3462427,0,0,2,2,0,0,0,0,0,Yes,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,Arterial Highway,"Arterial Highway,Arterial Other",Cross intersection,No,0,Other injury accident,60 km/hr,,,Metro,2,0,0,0
6/1/18,T20180000322,12.06.00,Collision with vehicle,No,No,0,Saturday,RIGHT THROUGH,MELB_URBAN,MELB_URBAN,2,0,0,0,No,1,-37.75053,MOONEE VALLEY,MOONEE VALLEY,Day,144.9141,2,0,0,Intersection,1,2,1,3462428,1,0,1,2,0,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Arterial Other,"Arterial Other,Local Road",Cross intersection,No,0,Other injury accident,60 km/hr,,,Metro,2,0,0,0
6/1/18,T20180000325,12.00.00,Collision with vehicle,No,No,0,Saturday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,1,0,0,0,No,1,-37.9507,DANDENONG,DANDENONG,Day,145.15454,2,1,1,Non-Intersection,1,2,1,3462429,0,0,1,1,0,0,0,0,0,Yes,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,Local Road,Local Road,Not at intersection,No,0,Other injury accident,60 km/hr,,,Metro,2,0,0,1
6/1/18,T20180000327,12.15.00,Collision with vehicle,No,No,1,Saturday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,1,0,0,0,No,1,-37.89309,MONASH,MONASH,Day,145.0882,2,0,0,Intersection,1,2,1,3462430,0,0,1,1,0,0,0,0,0,No,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,,,Cross intersection,No,0,Other injury accident,60 km/hr,,,Metro,2,0,0,0
6/1/18,T20180000333,13.50.00,Collision with a fixed object,No,No,0,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,RURAL_VICTORIA,RURAL_VICTORIA,1,0,1,0,No,1,-38.67615,CORANGAMITE,CORANGAMITE,Day,143.13893,4,0,0,Non-Intersection,4,1,1,3462474,0,0,1,1,4,0,0,0,0,Yes,0,SOUTH WESTERN REGION,SOUTH WESTERN REGION,Arterial Highway,Arterial Highway,Not at intersection,Yes,0,Other injury accident,100 km/hr,B,B,Country,5,0,0,0
6/1/18,T20180000335,16.40.00,Collision with vehicle,Yes,No,0,Saturday,RIGHT THROUGH,MELB_URBAN,MELB_URBAN,3,0,4,0,No,3,-37.59626,HUME,HUME,Day,144.91735,2,0,0,Intersection,3,3,1,3462475,0,0,3,3,3,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Arterial Other,"Arterial Other,Local Road",T intersection,No,0,Other injury accident,60 km/hr,C,C,Metro,6,0,0,0
6/1/18,T20180000338,16.10.00,Collision with a fixed object,Yes,No,0,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,RURAL_VICTORIA,RURAL_VICTORIA,1,0,0,0,No,1,-37.4794,MOORABOOL,MOORABOOL,Day,143.97669,1,0,0,Non-Intersection,0,1,1,3462476,0,0,0,1,0,0,0,0,0,Yes,0,WESTERN REGION,WESTERN REGION,Arterial Other,Arterial Other,Not at intersection,Yes,1,Serious injury accident,100 km/hr,C,C,Country,1,0,0,0
6/1/18,T20180000343,17.20.00,Struck Pedestrian,Yes,No,0,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,MELB_URBAN,MELB_URBAN,1,0,1,0,No,1,-37.8167,MARIBYRNONG,MARIBYRNONG,Day,144.89103,1,0,0,Non-Intersection,1,1,1,3462480,0,0,1,1,0,1,0,0,0,No,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Local Road,Local Road,Not at intersection,No,0,Other injury accident,50 km/hr,,,Metro,2,0,0,0
7/1/18,T20180000359,00.05.00,Collision with a fixed object,Yes,Yes,0,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MELB_URBAN,MELB_URBAN,1,0,1,0,No,1,-37.63102,HUME,HUME,Dark Street lights on,144.92666,1,0,0,Non-Intersection,1,1,1,3462484,0,0,1,1,1,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Local Road,Local Road,Not at intersection,Yes,0,Other injury accident,60 km/hr,,,Metro,2,0,0,0
3/1/18,T20180000360,13.20.00,Collision with vehicle,No,No,0,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),MELB_URBAN,MELB_URBAN,2,0,1,0,No,2,-38.00228,DANDENONG,DANDENONG,Day,145.21775,1,0,0,Intersection,0,2,1,3462485,0,0,2,2,0,0,0,0,0,Yes,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,Arterial Highway,"Arterial Highway,Local Road",T intersection,No,0,Other injury accident,60 km/hr,,,Metro,2,0,0,1
7/1/18,T20180000365,10.00.00,Collision with a fixed object,Yes,No,0,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,RURAL_VICTORIA,RURAL_VICTORIA,1,0,1,0,No,1,-37.8691,WELLINGTON,WELLINGTON,Day,147.01919,0,0,0,Non-Intersection,0,1,1,3462486,0,0,1,1,0,0,0,0,0,Yes,0,EASTERN REGION,"EASTERN REGION,EASTERN REGION",Arterial Other,Arterial Other,Not at intersection,Yes,0,Other injury accident,100 km/hr,C,C,Country,1,0,0,1
6/1/18,T20180000366,13.50.00,Collision with a fixed object,No,No,0,Saturday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,RURAL_VICTORIA,RURAL_VICTORIA,1,0,0,0,No,1,-37.51763,(LAKE MOUNTAIN),(LAKE MOUNTAIN),Day,145.87339,1,0,0,Non-Intersection,0,1,1,3462526,0,0,0,1,0,0,0,0,0,Yes,0,NORTH EASTERN REGION,NORTH EASTERN REGION,Arterial Other,Arterial Other,Not at intersection,Yes,1,Serious injury accident,100 km/hr,C,C,Country,1,0,0,1
7/1/18,T20180000372,11.50.00,Collision with vehicle,No,No,0,Sunday,RIGHT THROUGH,MELB_URBAN,MELB_URBAN,2,0,1,0,No,1,-37.80924,MELBOURNE,MELBOURNE,Day,144.97297,1,0,0,Intersection,1,2,1,3462528,0,0,1,2,0,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Local Road,Local Road,Cross intersection,No,0,Other injury accident,40 km/hr,,,Metro,2,0,0,1
7/1/18,T20180000374,14.30.00,No collision and no object struck,No,No,0,Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),RURAL_VICTORIA,RURAL_VICTORIA,1,0,0,0,No,1,-38.13301,GEELONG,GEELONG,Day,144.61743,1,0,0,Non-Intersection,0,1,1,3462529,0,0,0,0,0,0,0,0,0,Yes,0,SOUTH WESTERN REGION,SOUTH WESTERN REGION,Arterial Other,Arterial Other,Not at intersection,No,1,Serious injury accident,80 km/hr,C,C,Country,1,0,0,0
7/1/18,T20180000380,12.57.00,Collision with a fixed object,No,No,0,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MELB_URBAN,MELB_URBAN,1,0,3,0,No,5,-37.93005,MONASH,MONASH,Day,145.14188,2,0,0,Non-Intersection,0,1,1,3462532,0,0,0,1,4,0,0,0,0,Yes,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,Arterial Other,Arterial Other,Not at intersection,Yes,5,Serious injury accident,80 km/hr,,,Metro,5,0,0,0
7/1/18,T20180000387,08.25.00,Collision with vehicle,No,No,1,,CROSS TRAFFIC(INTERSECTIONS ONLY),"SMALL_CITIES,RURAL_VICTORIA",SMALL_CITIES,1,0,0,0,No,1,-38.0241,GEELONG,GEELONG,Day,144.41397,2,0,0,Intersection,1,2,1,3462536,0,0,1,1,0,0,0,0,0,No,0,SOUTH WESTERN REGION,SOUTH WESTERN REGION,Local Road,Local Road,Cross intersection,No,0,Other injury accident,50 km/hr,,,Country,2,0,0,0
7/1/18,T20180000389,19.00.00,Collision with vehicle,Yes,No,0,Sunday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,5,0,3,0,No,4,-37.75546,MORELAND,MORELAND,Day,144.96412,5,0,0,Intersection,5,5,1,3462538,0,0,4,5,4,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Arterial Other,Arterial Other,Cross intersection,No,0,Other injury accident,60 km/hr,,,Metro,9,0,0,1
1/1/18,T20180000016,03.50.00,Collision with vehicle,Yes,No,0,Sunday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,2,0,1,0,No,1,-37.80499,YARRA,YARRA,Dark Street lights on,144.99213,1,0,0,Intersection,1,2,1,3462673,0,0,1,2,0,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Arterial Highway,"Arterial Highway,Local Road",Cross intersection,No,0,Other injury accident,60 km/hr,,,Metro,2,0,0,0
1/1/18,T20180000019,03.40.00,Collision with a fixed object,Yes,No,0,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,1,0,0,0,No,1,-36.78289,BENDIGO,BENDIGO,Dark Street lights on,144.24796,1,0,0,Non-Intersection,0,1,1,3462674,0,0,0,1,0,0,0,0,0,Yes,0,NORTHERN REGION,NORTHERN REGION,Arterial Highway,Arterial Highway,Not at intersection,Yes,1,Serious injury accident,60 km/hr,A,A,Country,1,0,0,0
1/1/18,T20180000021,01.30.00,Collision with vehicle,Yes,No,0,Monday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,3,0,2,0,No,1,-37.69784,WHITTLESEA,WHITTLESEA,Dark Street lights on,145.05883,2,0,0,Intersection,3,3,1,3462675,0,0,1,3,1,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Arterial Highway,"Arterial Highway,Arterial Other",Cross intersection,No,0,Other injury accident,60 km/hr,,,Metro,4,0,0,0
1/1/18,T20180000024,05.50.00,Vehicle overturned (no collision),Yes,No,0,Monday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),RURAL_VICTORIA,RURAL_VICTORIA,1,1,2,0,No,3,-37.05696,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,Dusk/Dawn,142.72146,2,0,0,Non-Intersection,1,1,1,3462676,0,0,1,1,3,0,0,0,0,Yes,0,WESTERN REGION,WESTERN REGION,Arterial Other,Arterial Other,Not at intersection,No,1,Fatal accident,100 km/hr,C,C,Country,4,0,0,0
1/1/18,T20180000040,13.05.00,Collision with a fixed object,No,No,0,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,RURAL_VICTORIA,RURAL_VICTORIA,1,0,0,0,No,1,-36.734,BENDIGO,BENDIGO,Day,144.14933,1,0,0,Non-Intersection,0,1,1,3462721,0,0,1,1,0,0,0,0,0,Yes,0,NORTHERN REGION,NORTHERN REGION,Local Road,Local Road,Not at intersection,Yes,0,Other injury accident,100 km/hr,,,Country,1,0,0,0
1/1/18,T20180000048,16.09.00,Collision with vehicle,No,No,0,Monday,HEAD ON (NOT OVERTAKING),MELB_URBAN,MELB_URBAN,2,0,1,0,No,1,-37.97046,KINGSTON,KINGSTON,Day,145.09689,1,0,0,Non-Intersection,1,2,1,3462725,0,0,0,2,0,0,0,0,0,Yes,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,Arterial Other,"Arterial Other,Local Road",Not at intersection,No,1,Serious injury accident,70 km/hr,,,Metro,2,0,0,0
1/1/18,T20180000053,18.50.00,Collision with vehicle,Yes,No,0,Monday,RIGHT THROUGH,MELB_URBAN,MELB_URBAN,3,0,2,0,No,2,-38.0588,CASEY,CASEY,Day,145.26291,2,0,0,Intersection,2,3,1,3462727,0,0,2,3,1,0,0,0,0,Yes,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,Arterial Highway,"Arterial Highway,Local Road",T intersection,No,0,Other injury accident,80 km/hr,M,M,Metro,4,0,0,1
2/1/18,T20180000061,01.00.00,Collision with a fixed object,Yes,No,0,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,RURAL_VICTORIA,RURAL_VICTORIA,1,0,0,0,No,1,-38.02668,CARDINIA,CARDINIA,Dark No street lights,145.37984,1,0,0,Non-Intersection,0,1,1,3462729,0,0,0,1,0,0,0,0,0,Yes,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,Arterial Other,Arterial Other,Not at intersection,Yes,1,Serious injury accident,70 km/hr,C,C,Metro,1,0,0,1
2/1/18,T20180000067,06.55.00,Collision with vehicle,No,No,0,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),RURAL_VICTORIA,RURAL_VICTORIA,2,0,1,0,No,2,-36.25475,CAMPASPE,CAMPASPE,Day,144.9647,1,0,0,Intersection,0,2,1,3462732,0,0,2,2,0,0,0,0,0,Yes,0,NORTHERN REGION,NORTHERN REGION,Local Road,Local Road,Cross intersection,No,0,Other injury accident,60 km/hr,,,Country,2,0,0,0
2/1/18,T20180000071,10.00.00,Collision with vehicle,No,No,0,Monday,RIGHT THROUGH,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,3,0,2,0,No,1,-38.0737,GEELONG,GEELONG,Day,144.3548,2,0,0,Intersection,3,3,1,3462773,0,0,1,2,1,0,0,0,0,Yes,0,SOUTH WESTERN REGION,SOUTH WESTERN REGION,Local Road,Local Road,T intersection,No,0,Other injury accident,60 km/hr,,,Country,4,0,0,0
2/1/18,T20180000074,09.00.00,Collision with a fixed object,No,No,0,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,MELB_URBAN,MELB_URBAN,1,0,0,1,No,1,-37.75608,BANYULE,BANYULE,Day,145.04517,1,0,0,Non-Intersection,0,1,1,3462775,0,0,0,0,0,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Local Road,Local Road,Not at intersection,Yes,1,Serious injury accident,50 km/hr,,,Metro,1,0,0,0
2/1/18,T20180000075,07.00.00,Collision with a fixed object,No,No,0,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,RURAL_VICTORIA,RURAL_VICTORIA,1,0,0,0,No,1,-38.20873,GEELONG,GEELONG,Day,144.54521,1,0,0,Non-Intersection,0,1,1,3462776,0,0,1,1,0,0,0,0,0,Yes,0,SOUTH WESTERN REGION,SOUTH WESTERN REGION,Arterial Other,Arterial Other,Not at intersection,Yes,0,Other injury accident,100 km/hr,C,C,Country,1,0,0,0
2/1/18,T20180000078,10.15.00,Collision with vehicle,No,No,0,Tuesday,RIGHT NEAR (INTERSECTIONS ONLY),SMALL_TOWNS,SMALL_TOWNS,2,0,3,0,No,1,-38.05763,WELLINGTON,WELLINGTON,Day,147.56842,1,0,0,Intersection,3,2,1,3462778,1,0,1,2,2,0,0,0,0,Yes,0,EASTERN REGION,"EASTERN REGION,EASTERN REGION",Arterial Other,"Arterial Other,Local Road",Cross intersection,No,0,Other injury accident,60 km/hr,C,C,Country,4,0,0,0
2/1/18,T20180000088,13.30.00,Collision with a fixed object,No,No,0,Tuesday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,RURAL_VICTORIA,RURAL_VICTORIA,1,0,1,0,No,1,-38.44852,MORNINGTON PENINSULA,MORNINGTON PENINSULA,Day,145.03103,0,0,0,Non-Intersection,0,1,1,3462781,0,0,1,1,0,0,0,0,0,Yes,0,METROPOLITAN SOUTH EAST REGION,METROPOLITAN SOUTH EAST REGION,Arterial Other,Arterial Other,Not at intersection,Yes,0,Other injury accident,100 km/hr,C,C,Metro,1,0,0,0
2/1/18,T20180000089,11.25.00,Collision with a fixed object,No,No,0,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,RURAL_VICTORIA,RURAL_VICTORIA,1,0,1,0,No,1,-35.86603,MOIRA,MOIRA,Day,145.38335,1,0,0,Non-Intersection,1,1,1,3462782,0,0,1,1,1,0,0,0,0,Yes,0,NORTH EASTERN REGION,NORTH EASTERN REGION,Local Road,Local Road,Not at intersection,Yes,0,Other injury accident,80 km/hr,,,Country,2,0,0,1
1/1/18,T20180000095,03.45.00,Collision with vehicle,Yes,No,0,Monday,RIGHT NEAR (INTERSECTIONS ONLY),MELB_URBAN,MELB_URBAN,2,0,1,0,No,1,-37.72074,MOONEE VALLEY,MOONEE VALLEY,Dark Street lights on,144.88245,5,0,0,Intersection,5,2,1,3462784,0,0,0,2,4,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Local Road,Local Road,T intersection,No,1,Serious injury accident,50 km/hr,,,Metro,6,0,0,1
2/1/18,T20180000098,13.30.00,Collision with vehicle,No,No,0,Tuesday,RIGHT THROUGH,TOWNS,TOWNS,2,0,3,0,No,1,-36.75589,STRATHBOGIE,STRATHBOGIE,Day,145.57134,2,0,0,Intersection,4,2,1,3462825,0,0,1,2,2,0,0,0,0,Yes,0,NORTH EASTERN REGION,NORTH EASTERN REGION,Arterial Other,Arterial Other,Cross intersection,No,0,Other injury accident,60 km/hr,C,C,Country,5,1,0,1
3/1/18,T20180000118,01.45.00,Collision with a fixed object,Yes,No,0,Wednesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,RURAL_VICTORIA,RURAL_VICTORIA,1,0,1,0,No,1,-36.9467,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,Dark No street lights,143.7856,0,0,0,Non-Intersection,0,1,1,3462832,0,0,0,1,0,0,0,0,0,Yes,0,WESTERN REGION,WESTERN REGION,Arterial Other,Arterial Other,Multiple intersection,Yes,1,Serious injury accident,100 km/hr,C,C,Country,1,0,0,1
