ACCIDENT_DATE,ACCIDENT_NO,ACCIDENT_TIME,ACCIDENT_TYPE,ALCOHOLTIME,ALCOHOL_RELATED,BICYCLIST,DAY_OF_WEEK,DCA_CODE,DEG_URBAN_ALL,DEG_URBAN_NAME,DRIVER,FATALITY,FEMALES,HEAVYVEHICLE,HIT_RUN_FLAG,INJ_OR_FATAL,LATITUDE,LGA_NAME,LGA_NAME_ALL,LIGHT_CONDITION,LONGITUDE,MALES,MOTORCYCLE,MOTORIST,NODE_TYPE,NONINJURED,NO_OF_VEHICLES,Number of Records,OBJECTID,OLD_DRIVER,OLD_PEDESTRIAN,OTHERINJURY,PASSENGERVEHICLE,PASSENGER,PEDESTRIAN,PED_CYCLIST_13_18,PED_CYCLIST_5_12,PILLION,POLICE_ATTEND,PUBLICVEHICLE,REGION_NAME,REGION_NAME_ALL,RMA,RMA_ALL,ROAD_GEOMETRY,RUN_OFFROAD,SERIOUSINJURY,SEVERITY,SPEED_ZONE,SRNS,SRNS_ALL,STAT_DIV_NAME,TOTAL_PERSONS,UNKNOWN,UNLICENCSED,YOUNG_DRIVER
16/3/17,T20170005397,07.30.00,Collision with vehicle,No,No,0,Thursday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,3,0,1,0,No,1,-37.80898,MELBOURNE,MELBOURNE,Day,144.92898,2,0,0,Intersection,2,3,1,3455245,0,0,1,3,0,0,0,0,0,No,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Arterial Highway,"Arterial Highway,Local Road",T intersection,No,0,Other injury accident,60 km/hr,,,Metro,3,0,0,2
1/4/17,T20170006699,14.15.00,Collision with vehicle,Yes,No,0,Saturday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,2,0,2,0,No,2,-37.81725,MELBOURNE,MELBOURNE,Day,144.93314,2,0,0,Non-Intersection,2,2,1,3455340,1,0,2,2,2,0,0,0,0,No,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,0,Other injury accident,80 km/hr,M,M,Metro,4,0,0,0
19/3/17,T20170005557,12.20.00,Collision with vehicle,No,No,0,Sunday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,3,0,2,0,No,4,-37.81968,MELBOURNE,MELBOURNE,Day,144.93223,3,0,0,Non-Intersection,2,3,1,3455512,0,0,4,3,3,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,0,Other injury accident,60 km/hr,M,M,Metro,6,0,0,1
9/6/17,T20170011795,11.30.00,Collision with vehicle,No,No,0,Friday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,3,0,0,0,No,1,-37.81944,MELBOURNE,MELBOURNE,Day,144.93232,3,0,0,Non-Intersection,2,3,1,3455919,0,0,1,3,0,0,0,0,0,No,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,0,Other injury accident,80 km/hr,M,M,Metro,3,0,0,1
25/5/17,T20170010226,18.00.00,Collision with vehicle,Yes,No,0,Wednesday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,2,0,0,0,No,1,-37.81646,MELBOURNE,MELBOURNE,Dark Street lights on,144.93344,2,0,0,Non-Intersection,1,2,1,3456082,0,0,1,2,0,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,0,Other injury accident,80 km/hr,M,M,Metro,2,0,0,0
31/5/17,T20170010651,15.15.00,Collision with vehicle,No,No,0,Wednesday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,3,0,1,0,No,3,-37.81915,MELBOURNE,MELBOURNE,Day,144.93243,5,0,0,Non-Intersection,3,3,1,3456147,0,0,3,3,3,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,0,Other injury accident,50 km/hr,M,M,Metro,6,0,0,0
7/6/17,T20170011137,11.15.00,Collision with vehicle,No,No,0,Wednesday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,3,0,2,0,No,1,-37.81914,MELBOURNE,MELBOURNE,Day,144.9323,1,0,0,Non-Intersection,2,3,1,3456316,0,0,0,3,0,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,1,Serious injury accident,80 km/hr,M,M,Metro,3,0,0,0
20/5/17,T20170009881,15.00.00,Collision with vehicle,Yes,No,0,Saturday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,3,0,4,0,Not known,2,-37.8194,MELBOURNE,MELBOURNE,Day,144.93234,1,0,0,Non-Intersection,3,3,1,3457025,0,0,1,3,2,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,1,Serious injury accident,80 km/hr,M,M,Metro,5,0,0,0
4/5/17,T20170008824,12.19.00,Collision with vehicle,No,No,0,Thursday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,5,0,2,1,Yes,1,-37.81811,MELBOURNE,MELBOURNE,Day,144.93282,5,0,0,Non-Intersection,6,5,1,3457357,0,0,1,3,2,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,0,Other injury accident,80 km/hr,M,M,Metro,7,0,0,0
18/7/17,T20170013949,17.45.00,Collision with vehicle,No,No,0,Monday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,2,0,0,0,No,1,-37.80978,MELBOURNE,MELBOURNE,Dark Street lights on,144.9359,2,0,0,Intersection,1,2,1,3457572,0,0,1,2,0,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,,,Multiple intersection,No,0,Other injury accident,60 km/hr,,,Metro,2,0,0,0
12/7/17,T20170013569,15.00.00,Collision with vehicle,No,No,0,Wednesday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,4,0,2,0,No,2,-37.81701,MELBOURNE,MELBOURNE,Day,144.93323,3,0,0,Non-Intersection,3,4,1,3457668,0,0,2,3,1,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,0,Other injury accident,80 km/hr,M,M,Metro,5,0,0,0
21/7/17,T20170014170,18.45.00,Collision with vehicle,Yes,No,0,Thursday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,2,0,0,0,Yes,1,-37.81945,MELBOURNE,MELBOURNE,Dark Street lights on,144.93232,1,0,0,Non-Intersection,1,2,1,3457998,0,0,1,2,0,0,0,0,0,No,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,0,Other injury accident,100 km/hr,M,M,Metro,2,0,0,0
2/9/17,T20170016963,17.30.00,Collision with vehicle,Yes,No,0,Friday,LANE CHANGE LEFT (NOT OVERTAKING),MELB_URBAN,MELB_URBAN,1,0,1,0,No,2,-37.82148,MELBOURNE,MELBOURNE,Dusk/Dawn,144.93159,2,1,1,Non-Intersection,1,2,1,3459954,0,0,1,1,1,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,1,Serious injury accident,80 km/hr,M,M,Metro,3,0,0,0
20/8/17,T20170016120,13.40.00,Collision with vehicle,No,No,0,,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,3,0,0,0,No,1,-37.8173,MELBOURNE,MELBOURNE,Day,144.93312,3,0,0,Non-Intersection,2,3,1,3460031,0,0,1,3,0,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,0,Other injury accident,80 km/hr,M,M,Metro,3,0,0,1
22/8/17,T20170016243,12.15.00,Collision with vehicle,No,No,0,Tuesday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,4,0,0,0,No,1,-37.81953,MELBOURNE,MELBOURNE,Day,144.93229,5,0,0,Non-Intersection,4,4,1,3460245,0,0,1,4,1,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,0,Other injury accident,60 km/hr,M,M,Metro,5,0,0,1
12/11/17,T20170021571,21.30.00,Collision with vehicle,Yes,No,0,Sunday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,3,0,7,0,No,1,-37.8196,MELBOURNE,MELBOURNE,Dark Street lights on,144.93214,5,0,0,Non-Intersection,11,3,1,3460719,0,0,1,3,9,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,0,Other injury accident,40 km/hr,M,M,Metro,12,0,0,1
18/11/17,T20170022037,22.10.00,Collision with vehicle,Yes,No,0,Saturday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,2,0,1,0,No,1,-37.82578,MELBOURNE,MELBOURNE,Dark Street lights on,144.93532,1,0,0,Non-Intersection,1,2,1,3460840,1,0,1,2,0,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,0,Other injury accident,80 km/hr,M,M,Metro,2,0,0,0
29/10/17,T20170020632,12.15.00,Collision with vehicle,No,No,0,Sunday,ACCIDENT OR BROKEN DOWN,MELB_URBAN,MELB_URBAN,2,0,4,0,No,6,-37.82006,MELBOURNE,MELBOURNE,Day,144.93197,2,0,0,Non-Intersection,0,2,1,3461264,0,0,1,2,4,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,5,Serious injury accident,80 km/hr,M,M,Metro,6,0,0,0
2/10/17,T20170018753,09.15.00,Collision with vehicle,No,No,0,Monday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,2,0,1,0,No,1,-37.81864,MELBOURNE,MELBOURNE,Day,144.93249,2,0,0,Non-Intersection,2,2,1,3461751,0,0,1,2,1,0,0,0,0,Yes,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,0,Other injury accident,80 km/hr,M,M,Metro,3,0,0,1
10/10/17,T20170020092,10.45.00,Collision with vehicle,No,No,0,Tuesday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,2,0,1,0,No,1,-37.81957,MELBOURNE,MELBOURNE,Day,144.93227,1,0,0,Non-Intersection,1,2,1,3461838,0,0,1,2,0,0,0,0,0,No,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,0,Other injury accident,60 km/hr,M,M,Metro,2,0,0,1
27/11/17,T20170023133,18.20.00,Collision with vehicle,Yes,No,0,Sunday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,2,0,0,0,No,1,-37.82737,MELBOURNE,MELBOURNE,Day,144.92757,2,0,0,Non-Intersection,1,2,1,3463113,0,0,1,2,0,0,0,0,0,No,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,0,Other injury accident,80 km/hr,M,M,Metro,2,0,0,1
24/2/17,T20180003263,18.30.00,Collision with vehicle,Yes,No,0,Friday,REAR END(VEHICLES IN SAME LANE),MELB_URBAN,MELB_URBAN,1,0,1,0,No,1,-37.82305,MELBOURNE,MELBOURNE,Unk.,144.93104,1,0,0,Non-Intersection,1,2,1,3464009,0,0,1,1,0,0,0,0,0,No,0,METROPOLITAN NORTH WEST REGION,METROPOLITAN NORTH WEST REGION,Freeway,Freeway,Not at intersection,No,0,Other injury accident,60 km/hr,M,M,Metro,2,1,0,0
